BUSINESSID,X_Coord,Y_Coord,PARENTNAME,NAME,TRAFFIC_ZONE,FULL_ADDRESS,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIR,UNIT_NUM,COMMUNITY,MUNICIPALITY,PROVINCE,COUNTRY,POST_CODE,MAIL_FULL_ADDRESS,MAIL_STREET_NUM,MAIL_STREET_NAME,MAIL_STREET_TYPE,MAIL_STREET_DIR,MAIL_UNIT_NUM,MAIL_COMMUNITY,MAIL_MUNICIPALITY,MAIL_PROVINCE,MAIL_COUNTRY,MAIL_POST_CODE,MAIL_POBOX,PRIM_NAICS,PRIM_NAICS_DESC,SEC_NAICS,SEC_NAICS_DESC,PRIM_BUS_CLUSTER,SEC_BUS_CLUSTER,BUS_ACTIVITY_DESC,MANUFACTURER,CAN_HEADOFFICE,HEADOFFICEPROVSTATE,HEADOFFICECOUNTRY,EMPLOYEE_RANGE,YR_CURRENTLOC,WEBSITE,GEN_BUS_EMAIL,PHONE_NO,PHONE_EXT,FAX_NO,TOLLFREE_NO,TOLLFREE_EXT,UPDATEMETHOD,LAST_SURVEYED,LAST_UPDATED
13725,622990,4879558, ,FLK TAOIST TAI CHI SOCIETY OF CANADA,1254,355 DAVIS DRIVE,355,DAVIS,Drive, , ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y2N6,355 DAVIS DRIVE,355,DAVIS,Drive, , ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y2N6, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,TAI CHI INSTRUCTION AND CLASSES,0,0,ON,CANADA,4-Jan,2010,WWW.TAOIST.ORG/NEWMARKET,NEWMARKET@TAOIST.ORG,416-656-2110,0, , , ,In Person,12/20/2019,5/27/2019
13810,623661,4878968,TOWN OF NEWMARKET,TOWN OF NEWMARKET COMMUNITY CENTRE,1255,200 DOUG DUNCAN DRIVE,200,DOUG DUNCAN,Drive, , ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y3X1,200 DOUG DUNCAN DRIVE,200,DOUG DUNCAN,Drive, , ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y3X1, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES,91391,"OTHER LOCAL, MUNICIPAL AND REGIONAL PUBLIC ADMINISTRATION",Tourism, ,COMMUNITY CENTRE,0,0,ON,CANADA,4-Jan,1938,WWW.NEWMARKET.CA,INFO@NEWMARKET.CA,905-953-5302,0, , , , ,12/20/2019,10/2/2015
14399,625762,4880523, ,NATIONAL SPORTS CENTRE,1264,1111 DAVIS DRIVE,1111,DAVIS,Drive, ,40,Newmarket,Newmarket,ONTARIO,CANADA,L3Y8X2,1111 DAVIS DRIVE,1111,DAVIS,Drive, ,40,Newmarket,Newmarket,ONTARIO,CANADA,L3Y8X2, ,45111,SPORTING GOODS STORES, , , , ,SPORTING GOODS STORE,0,0,AB,CANADA,20-49,1988,WWW.NATIONALSPORTS.COM,NSCUSTOMERSERVICE@FGLSPORTS.COM,905-853-7965,0,905-853-4389, , ,In Person,12/20/2019,5/31/2019
14481,625769,4880238, ,NEWMARKET SQUASH CLUB,1265,45 FORHAN AVENUE,45,FORHAN,Avenue, , ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y8X6,45 FORHAN AVENUE,45,FORHAN,Avenue, , ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y8X6, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"SPORTS COMPLEX, MEMBERS ONLY CLUB BUT ANYONE BECOME MEMBER",0,0,ON,CANADA,NOT AVAILABLE,1974,WWW.NEWMARKETSQUASH.CA,INFO@NEWMARKETSQUASH.CA,905-895-3385,0, , , ,Phone,12/20/2019,6/19/2014
14560,625672,4881172, ,MAXXIMUM FITNESS,1264,210 PONY DRIVE,210,PONY,Drive, ,2,Newmarket,Newmarket,ONTARIO,CANADA,L3Y7B6,210 PONY DRIVE,210,PONY,Drive, ,2,Newmarket,Newmarket,ONTARIO,CANADA,L3Y7B6, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FITNESS AND PERSONAL TRAINING,0,0,ON,NOT APPLICABLE,4-Jan,2018,WWW.MAXXIUMFITNESS.CA,SALES@MAXXIMUMFITNESS.CA,905-953-9391,0, , , ,In Person,12/20/2019,5/9/2019
15062,625430,4881518, ,SPOKE O'MOTION,1264,17915 LESLIE STREET,17915,LESLIE,Street, ,6-May,Newmarket,Newmarket,ONTARIO,CANADA,L3Y3E3,17915 LESLIE STREET,17915,LESLIE,Street, ,6-May,Newmarket,Newmarket,ONTARIO,CANADA,L3Y3E3, ,45111,SPORTING GOODS STORES, , , , ,RETAIL BIKES AND SCOOTER AND REPAIRS FOR BOTH. RETAIL CLOTHING AND ACCESSORIES.,0,0,NA,NOT APPLICABLE,19-Oct,1988,WWW.SPOKEOMOTION.COM,SALES@SPOKEOMOTION.COM,905-853-9545,0, , , ,In Person,12/20/2019,5/10/2019
15401,623498,4879411, ,OF ROCK & CHALK LTD.,1255,482 ONTARIO STREET,482,ONTARIO,Street, , ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y2K7,482 ONTARIO STREET,482,ONTARIO,Street, , ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y2K7, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"INDOOR ROCK CLIMBING, OFFER KIDS SUMMER CAMP PROGRAMS",0,0,NA,NOT APPLICABLE,20-49,1994,WWW.ROCKANDCHALK.COM,INFO@ROCKANDCHALK.COM,905-895-7625,0, ,888-248-7625, ,Phone,12/20/2019,8/23/2019
15406,622301,4879179, ,ALL PRO SOURCE FOR SPORTS,1461,38 PARKSIDE DRIVE,38,PARKSIDE,Drive, ,10,Newmarket,Newmarket,ONTARIO,CANADA,L3Y8J9,38 PARKSIDE DRIVE,38,PARKSIDE,Drive, ,10,Newmarket,Newmarket,ONTARIO,CANADA,L3Y8J9, ,45111,SPORTING GOODS STORES,45399,ALL OTHER MISCELLANEOUS STORE RETAILERS, , ,"RETAIL SPORTING EQUIPMENT AND GOODS, AS WELL AS RETAIL FOR POOL MAINTENANCE EQUIPMENT SKATES SHARPENING AND REPAIRS",0,0,ON,NOT APPLICABLE,9-May,2009,WWW.ALLPROSOURCEFORSPORTS.COM,ALLPRO@SOURCEFORSPORTS.CA,905-898-5481,0,905-898-3812, , ,In Person,12/20/2019,5/14/2019
15615,625662,4881656, ,NATIONAL TRAINING RINKS (NTR),1264,1155 STELLAR DRIVE,1155,STELLAR,Drive, , ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y7B8,1155 STELLAR DRIVE,1155,STELLAR,Drive, , ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y7B8, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"HOCKEY RINK, HOSTS GAMES AND PRACTICES. ALSO PROVIDES HOCKEY TRAINING AND SUMMER CAMPS",0,0,NA,NOT APPLICABLE,20-49,2000,WWW.NTRCANADA.COM,NEWMARKET@NTRCANADA.COM,905-953-0978,0,905-953-8326, , ,In Person,12/20/2019,5/9/2019
15667,623684,4878767, ,PERSONAL TRAINING BY KATIE STOYLES,1255,263 MAIN STREET SOUTH,263,MAIN,Street,S, ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y3Z4,263 MAIN STREET SOUTH,263,MAIN,Street,S, ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y3Z4, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,PERSONAL TRAINER AND FIRST AID TRAINING,0,0,NA,NOT APPLICABLE,4-Jan,2014,WWW.TRAININGWITHKATIE.COM,STOYLES@ROGERS.COM,289-926-0605,0, , , ,Phone,12/20/2019,5/30/2019
15696,623611,4878794, ,BRAD JONES MARTIAL ARTS AND FITNESS CENTRE,1255,244 MAIN STREET SOUTH,244,MAIN,Street,S, ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y3Z5,244 MAIN STREET SOUTH,244,MAIN,Street,S, ,Newmarket,Newmarket,ONTARIO,CANADA,L3Y3Z5, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"MARTIAL ARTS PROGRAM AND FITNESS TRAINING. 
",0,0,NA,NOT APPLICABLE,4-Jan,2004,WWW.BRADJONESKARATE.COM,JONESBRAD123@GMAIL.COM,905-895-9636,0, , , ,Phone,12/20/2019,5/27/2019
15833,622094,4876905, ,SENECAL SKI AND SNOWBOARD,1248,16700 YONGE STREET,16700,YONGE,Street, , ,Newmarket,Newmarket,ONTARIO,CANADA,L3X3A1,16700 YONGE STREET,16700,YONGE,Street, , ,Newmarket,Newmarket,ONTARIO,CANADA,L3X3A1, ,45111,SPORTING GOODS STORES, , , , ,SALES AND SERVICES FOR SKI AND SNOWBOARD EQUIPMENT AND ACCESSORIES,0,0,NA,NOT APPLICABLE,9-May,1996,WWW.SENECALSKIANDSNOWBOARD.COM,INFO@SENECALSKIANDSNOWBOARD.COM,905-853-6690,0,905-853-4727, , ,Phone,12/20/2019,6/14/2019
16504,625686,4859196,TOWN OF RICHMOND HILL,ELGIN BARROW ARENA,1121,43 CHURCH STREET SOUTH,43,CHURCH,Street,S, ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C1W1,43 CHURCH STREET SOUTH,43,CHURCH,Street,S, ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C1W1, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,ARENA,0,0,ON,CANADA,50-99,1954,WWW.RICHMONDHILL.CA, ,905-884-1368,0,905-884-1475, , ,other,12/20/2019,8/19/2019
16524,625510,4860844, ,RICHMOND HILL CURLING CLUB,1414,121 ELGIN MILLS ROAD EAST,121,ELGIN MILLS,Road,E, ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3A8,121 ELGIN MILLS ROAD EAST,121,ELGIN MILLS,Road,E, ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3A8, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , ,TOURISM,UNDEFINED,CURLING CLUB,0,0,NA,NOT APPLICABLE,4-Jan,1958,WWW.RHCURLING.CA,INFO@RHCURLING.CA,905-884-6597,0, , , ,Phone,12/20/2019,7/23/2014
16712,625645,4860881, ,RICHMOND HILL SQUASH CLUB,1414,377 OHIO ROAD,377,OHIO,Road, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3A1,377 OHIO ROAD,377,OHIO,Road, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3A1, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FITNESS CLUB - SQUASH COURTS AND A FITNESS ROOM,0,0,NA,NOT APPLICABLE,4-Jan,1970,WWW.RHSQUASHCLUB.COM,RHSQUASHCLUB@GMAIL.COM,905-884-6062,0, , , ,Phone,12/20/2019,6/5/2019
17248,623819,4867606, ,WARD & PATCH SPORTS LTD.,1409,13270 YONGE STREET,13270,YONGE,Street, ,LL,Oak Ridges,Richmond Hill,ONTARIO,CANADA,L4E2T2,13270 YONGE STREET,13270,YONGE,Street, ,LL,Oak Ridges,Richmond Hill,ONTARIO,CANADA,L4E2T2, ,45111,SPORTING GOODS STORES, , , , ,"SPORTING GOODS STORE, HOCKEY EQUIPMENT, BASEBALL EQUIPMENT",0,0,NA,NOT APPLICABLE,9-May,2007,WWW.THEGOALIECREASE.COM,INFO@THEGOALIECREASE.COM,905-773-9273,0, ,888-449-1274, ,In Person,12/20/2019,5/15/2019
17824,626193,4860064,TOWN OF RICHMOND HILL,CENTENNIAL POOL,1122,161 NEWKIRK ROAD,161,NEWKIRK,Road, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3G6,161 NEWKIRK ROAD,161,NEWKIRK,Road, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3G6, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FITNESS FACILITY AND COMMUNITY CENTRE,0,0,ON,CANADA,50-99,1967,WWW.RICHMONDHILL.CA, ,905-884-6651,0, , , ,other,12/20/2019,8/19/2019
19065,629524,4855809, ,CREATIVE OUTDOOR & SPORTING GOODS,1419,280 WEST BEAVER CREEK ROAD,280,BEAVER CREEK,Road, ,6,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4B3Z1,280 WEST BEAVER CREEK ROAD,280,BEAVER CREEK,Road, ,6,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4B3Z1, ,45111,SPORTING GOODS STORES, , , , ,SPORTING GOODS RETAIL STORE,0,0,NA,NOT APPLICABLE,4-Jan,1994,WWW.CREATIVEONLINE.CA,CREATIVE.OUTDOOR@GMAIL.COM,905-709-1535,0,905-709-1660, , ,Phone,12/20/2019,8/9/2019
19568,629940,4856742, ,ERIC'S PRO SHOP,1146,9 EAST WILMOT STREET,9,WILMOT,Street, ,2,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4B1A3,9 EAST WILMOT STREET,9,WILMOT,Street, ,2,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4B1A3, ,45111,SPORTING GOODS STORES, , , , ,RETAIL STORE OF BOWLING EQUIPMENT,0,0,NA,NOT APPLICABLE,4-Jan,1996, , ,905-881-3113,0, , , ,In Person,12/20/2019,6/14/2018
19913,628772,4857129,TOWN OF RICHMOND HILL,TOWN OF RICHMOND HILL - ED SACKFIELD ARENA,1129,311 VALLEYMEDE DRIVE,311,VALLEYMEDE,Drive, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4B2E1,311 VALLEYMEDE DRIVE,311,VALLEYMEDE,Drive, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4B2E1, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FITNESS AND RECREATIONAL SPORTS CENTRES ARENA FOR THE PUBLIC.,0,0,ON,CANADA,19-Oct,1991,WWW.RICHMONDHILL.CA, ,905-771-8570,0,905-771-8571, , ,other,12/20/2019,8/19/2019
20542,628328,4858562,TOWN OF RICHMOND HILL,BAYVIEW HILLS COMMUNITY CENTRE,1131,114 SPADINA ROAD,114,SPADINA,Road, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4B2Y9,114 SPADINA ROAD,114,SPADINA,Road, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4B2Y9, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES,91391,"OTHER LOCAL, MUNICIPAL AND REGIONAL PUBLIC ADMINISTRATION", , ,"FITNESS FACILITY, POOL AND COMMUNITY CENTRE",0,0,ON,CANADA,100-499,1989,WWW.RICHMONDHILL.CA, ,905-508-5995,0,905-508-5997, , ,other,12/20/2019,8/19/2019
20576,630048,4858348, ,ACADEMY OF SPORTS AND FITNESS,1145,40 VOGELL ROAD,40,VOGELL,Road, ,32,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4B3N6,40 VOGELL ROAD,40,VOGELL,Road, ,32,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4B3N6, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"COMPETITIVE AND RECREATIONAL GYMNASTICS CLUB, AND HOSTS COMPETITIVE EVENTS, AND BIRTHDAY PARTIES.",0,0,NA,NOT APPLICABLE,9-May,1995,WWW.ACADEMYSPORTFIT.CA,ACADEMYSPORTFITNESS@GMAIL.COM,905-780-0913,0, , , ,mail,12/20/2019,7/2/2019
20766,624905,4856771,TOWN OF RICHMOND HILL,RICHVALE COMMUNITY CENTRE,1106,160 AVENUE ROAD,160,AVENUE,Road, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C5L8,160 AVENUE ROAD,160,AVENUE,Road, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C5L8, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES,91391,"OTHER LOCAL, MUNICIPAL AND REGIONAL PUBLIC ADMINISTRATION", , ,POOL AND COMMUNITY CENTRE,0,0,ON,CANADA,100-499,1979,WWW.RICHMONDHILL.CA, ,905-884-0855,0,905-737-0430, , ,other,12/20/2019,8/19/2019
21447,625239,4860275, ,PLAY IT AGAIN SPORTS,1402,10520 YONGE STREET,10520,YONGE,Street, ,14,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3C7,10520 YONGE STREET,10520,YONGE,Street, ,14,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C3C7, ,45111,SPORTING GOODS STORES, , , , ,"RETAIL SPORTING GOODS, SKATE SHARPENING, BIKE REPAIR SERVICE, AND SKI AND SNOWBOARD TUNE-UPS. THEY ALSO BUY USED SPORTS EQUIPMENT",0,0,NA,USA,19-Oct,2016,WWW.PLAYITAGAINSPORTSRH.COM,IAN.PIAS588@GMAIL.COM,905-763-0777,0, , , ,email,12/20/2019,8/15/2019
21519,626798,4857110,TOWN OF RICHMOND HILL,ELVIS STOJKO ARENA,1124,350 16TH AVENUE,350,16TH,Avenue, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C7A5,350 16TH AVENUE,350,16TH,Avenue, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C7A5, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,ARENA,0,0,ON,CANADA,9-May,1984,WWW.RICHMONDHILL.CA, ,905-884-6776,0,905-884-5130, , ,other,12/20/2019,8/19/2019
21523,628828,4856829, ,BLACKMORE TENNIS CLUB,1129,114 BLACKMORE AVENUE,114,BLACKMORE,Avenue, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4B2B1,114 BLACKMORE AVENUE,114,BLACKMORE,Avenue, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4B2B1, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,TENNIS CLUB - INSTRUCTION AND LESSONS,0,0,NA,NOT APPLICABLE,19-Oct,1992,WWW.TENNISCLUBS.CA,BTC@TENNISCLUBS.CA,905-886-4030,0,905-886-7294, , ,Phone,12/20/2019,8/28/2019
22955,625059,4850723, ,CHABAD - LUBAVITCH COMMUNITY CENTRE,1101,770 CHABAD GATE,770,CHABAD,Gate, , ,Thornhill,Vaughan,ONTARIO,CANADA,L4J3V9,770 CHABAD GATE,770,CHABAD,Gate, , ,Thornhill,Vaughan,ONTARIO,CANADA,L4J3V9, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES,81311,RELIGIOUS ORGANIZATIONS, , ,SYNAGOGUE AND COMMUNITY CENTER,0,0,NA,NOT APPLICABLE,100-499,1982,WWW.CHABAD.CA,INFO@CHABAD.CA,905-731-7000,0,905-731-7005, , ,In Person,12/20/2019,7/19/2019
23208,625500,4851270,CITY OF VAUGHAN,CITY OF VAUGHAN GARNET A. WILLIAMS COMMUNITY CENTRE,1101,501 CLARK AVENUE WEST,501,CLARK,Avenue,W, ,Vaughan,Vaughan,ONTARIO,CANADA,L4J4E5,501 CLARK AVENUE WEST,501,CLARK,Avenue,W, ,Thornhill,Vaughan,ONTARIO,CANADA,L4J4E5, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES,91391,"OTHER LOCAL, MUNICIPAL AND REGIONAL PUBLIC ADMINISTRATION",TOURISM,UNDEFINED,FITNESS FACILITY AND COMMUNITY CENTRE,0,0,ON,CANADA,100-499,1982,WWW.VAUGHAN.CA, ,905-832-8552,0,905-881-0692, , ,other,12/20/2019,10/11/2019
23252,621321,4854064, ,WORLD FAMOUS SALES OF CANADA,1082,333 CONFEDERATION PARKWAY,333,CONFEDERATION,Parkway, , ,Concord,Vaughan,ONTARIO,CANADA,L4K4S1,333 CONFEDERATION PARKWAY,333,CONFEDERATION,Parkway, , ,Concord,Vaughan,ONTARIO,CANADA,L4K4S1, ,41447,AMUSEMENT AND SPORTING GOODS WHOLESALER-DISTRIBUTORS, , , , ,DISTRIBUTING OF SPORTING GOODS AND CAMPING GEAR TO RETAIL STORES,0,0,NA,NOT APPLICABLE,20-49,1992,WWW.WORLDFMS.COM,WFSALES@WORLDFMS.COM,905-738-4777,0,905-738-5052, , ,In Person,12/20/2019,5/30/2019
23292,621228,4853031, ,VAUGHAN GYMNASTICS CLUB,1084,15 CONNIE CRESCENT,15,CONNIE,Crescent, ,10-Aug,Concord,Vaughan,ONTARIO,CANADA,L4K1L3,15 CONNIE CRESCENT,15,CONNIE,Crescent, ,10-Aug,Concord,Vaughan,ONTARIO,CANADA,L4K1L3, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,GYMNASTICS STUDIO. PROVIDES GYMNASTICS SUMMER CAMP FOR AGES 2-17 YEARS OLD,0,0,NA,NOT APPLICABLE,20-49,1989,WWW.VAUGHANGYMNASTICS.CA,VAUGHANGYM@GMAIL.COM,905-660-7800,0, , , ,Phone,12/20/2019,5/30/2019
23437,630552,4859705, ,CALLAWAY GOLF CANADA,1164,280 HILLMOUNT ROAD,280,HILLMOUNT,Road, ,2-Jan,Markham,Markham,ONTARIO,CANADA,L6C3A1,280 HILLMOUNT ROAD,280,HILLMOUNT,Road, ,2-Jan,Markham,Markham,ONTARIO,CANADA,L6C3A1, ,41447,AMUSEMENT AND SPORTING GOODS WHOLESALER-DISTRIBUTORS, , , , ,"WHOLESALE DISTRIBUTOR AND WAREHOUSING FOR GOLF EQUIPMENT, ALSO SALES AND MARKETING OFFICE",0,0,ON,USA,20-49,2014,WWW.CALLAWAYGOLF.CA,CCAS@CALLAWAYGOLF.COM,905-660-5434,0,905-660-5533,800-387-7000, ,In Person,12/20/2019,5/29/2019
23813,621659,4852635, ,YORK REGION SOCCER ASSOCIATION,1084,101 BRADWICK DRIVE,101,BRADWICK,Drive, ,1,Concord,Vaughan,ONTARIO,CANADA,L4K1K5,101 BRADWICK DRIVE,101,BRADWICK,Drive, ,1,Concord,Vaughan,ONTARIO,CANADA,L4K1K5, ,71121,SPECTATOR SPORTS, , , , ,RECREATION OFFICE FOR NON PROFIT SOCCER ASSOCIATION,0,0,NA,NOT APPLICABLE,9-May,2009,WWW.YRSA.CA,INFO@YRSA.CA,905-660-3029,0,905-660-9832, , ,In Person,12/20/2019,5/29/2019
24887,621125,4851023, ,ANGLING SPECIALITIES,1083,2104 HIGHWAY 7,2104,7, , ,15,Concord,Vaughan,ONTARIO,CANADA,L4K2S9,2104 HIGHWAY 7,2104,7, , ,15,Concord,Vaughan,ONTARIO,CANADA,L4K2S9, ,45111,SPORTING GOODS STORES, , , , ,FISHING TACKLE AND BAIT RETAIL,0,0,NA,NOT APPLICABLE,4-Jan,1989, , ,905-660-9707,0,905-660-9707, , ,In Person,12/20/2019,6/17/2019
24910,620955,4851033, ,NATIONAL SPORTS CENTRE,1083,2160 HIGHWAY 7,2160,7, , ,2,Concord,Vaughan,ONTARIO,CANADA,L4K1W6,2160 HIGHWAY 7,2160,7, , ,2,Concord,Vaughan,ONTARIO,CANADA,L4K1W6, ,45111,SPORTING GOODS STORES, , , , ,SPORTING GOODS STORE,0,0,ON,CANADA,20-49,1986,WWW.NATIONALSPORTS.COM, ,905-669-2030,0,905-669-2819, , ,In Person,12/20/2019,6/17/2019
25140,613404,4848528,CITY OF VAUGHAN,CITY OF VAUGHAN WOODBRIDGE POOL AND  MEMORIAL ARENA,1023,5020 HIGHWAY 7,5020,7, , , ,Woodbridge,Vaughan,ONTARIO,CANADA,L4L1T1,5020 HIGHWAY 7,5020,7, , , ,Woodbridge,Vaughan,ONTARIO,CANADA,L4L1T1, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , ,TOURISM,UNDEFINED,FITNESS FACILITY AND COMMUNITY CENTRE,0,0,ON,CANADA,20-49,1948,WWW.VAUGHAN.CA, ,905-851-1151,0,905-851-6760, , ,other,12/20/2019,10/11/2019
26335,619352,4857353,CITY OF VAUGHAN,CITY OF VAUGHAN MAPLE COMMUNITY CENTRE,1072,10190 KEELE STREET,10190,KEELE,Street, , ,Maple,Vaughan,ONTARIO,CANADA,L6A1R7,10190 KEELE STREET,10190,KEELE,Street, , ,Maple,Vaughan,ONTARIO,CANADA,L6A1R7, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES,91391,"OTHER LOCAL, MUNICIPAL AND REGIONAL PUBLIC ADMINISTRATION",TOURISM,UNDEFINED,FITNESS FACILITY AND COMMUNITY CENTRE,0,0,ON,CANADA,100-499,1971,WWW.VAUGHAN.CA, ,905-832-2377,0,905-832-6726, , ,other,12/20/2019,10/11/2019
26788,611860,4849108,CITY OF VAUGHAN,CITY OF VAUGHAN FATHER ERMANNO BULFON COMMUNITY CENTRE,1021,8141 MARTIN GROVE ROAD,8141,MARTIN GROVE,Road, , ,Woodbridge,Vaughan,ONTARIO,CANADA,L4L3W9,8141 MARTIN GROVE ROAD,8141,MARTIN GROVE,Road, , ,Woodbridge,Vaughan,ONTARIO,CANADA,L4L3W9, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FITNESS FACILITY AND COMMUNITY CENTRE,0,0,ON,CANADA,50-99,1988,WWW.VAUGHAN.CA, ,905-879-8732,0,905-832-8594, , ,other,12/20/2019,10/11/2019
27410,626492,4852748,CITY OF VAUGHAN,CITY OF VAUGHAN - THORNHILL OUTDOOR POOL,1102,28 CENTRE STREET,28,CENTRE,Street, , ,Thornhill,Vaughan,ONTARIO,CANADA,L4J8C5,28 CENTRE STREET,28,CENTRE,Street, , ,Thornhill,Vaughan,ONTARIO,CANADA,L4J8C5, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , ,TOURISM, ,COMMUNITY RECREATION SERVICES,0,0,ON,CANADA,NOT AVAILABLE,1949,WWW.VAUGHAN.CA, ,905-881-2969,0, , , ,other,12/20/2019,10/11/2019
27733,624494,4851570, ,SPORT CHEK,1091,1 PROMENADE CIRCLE,1,PROMENADE,Circle, ,117-118,Thornhill,Vaughan,ONTARIO,CANADA,L4J4P8,1 PROMENADE CIRCLE,1,PROMENADE,Circle, ,117-118,Thornhill,Vaughan,ONTARIO,CANADA,L4J4P8, ,45111,SPORTING GOODS STORES, , , , ,SPORTING GOODS STORE AND RETAIL OF ATHLETIC CLOTHING,0,0,AB,CANADA,20-49,2004,WWW.SPORTCHEK.CA, ,905-707-0557,0,905-707-0665, , ,In Person,12/20/2019,7/25/2019
30622,616453,4849288, ,THE CYCLEPATH WOODBRIDGE,1372,90 WINGES ROAD,90,WINGES,Road, ,25-26,Woodbridge,Vaughan,ONTARIO,CANADA,L4L6A9,90 WINGES ROAD,90,WINGES,Road, ,25-26,Woodbridge,Vaughan,ONTARIO,CANADA,L4L6A9, ,45111,SPORTING GOODS STORES,81149,OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE, , ,"BICYCLE AND RELATED CLOTHING, NUTRITION, BIKE ACCESSORIES STORE. BICYCLE REPAIR AND BUILDING BIKES. BIKE FITTING",0,0,ON,NOT APPLICABLE,4-Jan,1995,WWW.CYCLEPATHBIKES.COM,CPWOODBRIDGE@GMAIL.COM,905-850-4481,0,905-850-4482, , ,In Person,12/20/2019,6/20/2019
31307,618970,4849639, ,NCI VAUGHAN ICEPLEX,1380,7551 JANE STREET,7551,JANE,Street, , ,Concord,Vaughan,ONTARIO,CANADA,L4K1X2,7551 JANE STREET,7551,JANE,Street, , ,Concord,Vaughan,ONTARIO,CANADA,L4K1X2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,ARENA AND RECREATION CENTRE COMPLETE WITH A FOOD STAND AND A SMALL RETAIL STORE OF CLOTHING AND SPORTS RELATED GEAR,0,0,ON,NOT APPLICABLE,19-Oct,1964,WWW.VAUGHANICEPLEX.COM, ,905-669-1791,0,905-669-5255, , ,In Person,12/20/2019,8/2/2019
